Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-2104.805	-2253.094	148.2883	1.26319	7.122198	0.5975241	0.619686	0.380314	4.198914
6	-2108.198	-2257.083	148.8849	1.322682	6.759889	0.5975241	0.740988	0.259012	3.868641
12	-2110.887	-2260.835	149.9481	1.317495	5.474327	0.3608311	0.782873	0.217127	3.670254
18	-2103.783	-2255.058	151.2746	1.149409	5.173615	0.3268386	0.799408	0.200592	3.079608
24	-2098.971	-2249.545	150.574	1.32337	5.05893	0.3356135	0.688146	0.311854	3.398336
30	-2093.888	-2243.972	150.0836	1.078989	4.956749	0.4386743	0.681227	0.318773	3.723991
36	-2082.857	-2232.869	150.012	1.318258	5.389436	0.3237652	0.737	0.263	3.691542
42	-2096.059	-2246.946	150.8869	1.372425	5.001491	0.492957	0.777604	0.222396	3.016849
48	-2085.365	-2235.337	149.9725	1.27391	6.415754	0.5245814	0.761539	0.238461	3.375068
54	-2081.192	-2230.8	149.6084	1.161019	6.066528	0.4507302	0.761539	0.238461	3.772185
60	-2090.029	-2241.701	151.672	1.278931	6.066528	0.3257535	0.761539	0.238461	2.623249
66	-2107.912	-2259.19	151.2772	1.489409	6.066528	0.5596797	0.811954	0.188046	2.472811
72	-2103.969	-2255.451	151.4826	1.439096	6.370787	0.527689	0.727205	0.272795	2.361554
78	-2100.07	-2251.084	151.0142	1.371396	5.706061	0.370313	0.775012	0.224988	2.964023
84	-2094.764	-2247.114	152.3502	1.360692	4.741863	0.3665226	0.699615	0.300385	2.311611
90	-2099.681	-2249.218	149.5378	1.051119	4.713036	0.48903	0.762025	0.237975	4.043223
96	-2102.285	-2252.148	149.8634	1.121042	5.928538	0.3711845	0.762025	0.237975	3.75436
102	-2096.977	-2246.271	149.2944	0.9919733	6.253418	0.3287674	0.739288	0.260712	4.160755
108	-2105.214	-2253.998	148.7833	1.016028	5.26518	0.2967828	0.755298	0.244702	4.61611
114	-2109.115	-2260.529	151.4144	1.44905	5.511765	0.3821872	0.765505	0.234495	2.689341
120	-2105.743	-2255.333	149.5895	1.473335	6.17633	0.4606025	0.765505	0.234495	3.577222
126	-2090.221	-2240.261	150.0396	1.215876	5.447642	0.368022	0.689778	0.310222	3.671582
132	-2099.615	-2247.597	147.9824	1.092039	4.507121	0.3716494	0.579393	0.420607	5.050494
138	-2096.754	-2244.777	148.0232	1.051317	4.507121	0.3716494	0.67563	0.32437	5.050494
144	-2095.088	-2242.441	147.3529	1.170394	4.746621	0.3567507	0.802339	0.197661	5.332792
